Duke,31,H,Virginia Tech,28
East Carolina,40,A,North Texas,28
Florida,24,H,Mississippi,17
Florida State,41,H,Charleston Southern,7
Fresno State,28,H,Colorado State,22
Georgia,59,H,Massachusetts,21
Georgia Southern,26,A,Coastal Carolina,6
Georgia State,52,A,Texas State,44
Illinois,38,A,Rutgers,31
Iowa,29,A,Maryland,13
Iowa State,31,A,Utah,28
Jacksonville State,21,H,Sam Houston,11
Kansas,37,H,Colorado,21
Kansas State,41,H,Cincinnati,15
Kennesaw State,27,H,Florida International,26
Liberty,38,H,Western Kentucky,21
Louisiana,51,H,Troy,30
Louisiana State,24,H,Vanderbilt,17
Louisville,37,H,Pittsburgh,9
Marshall,42,A,Old Dominion,35
Miami FL,42,H,Wake Forest,14
Michigan,50,H,Northwestern,6
Missouri,39,A,Mississippi State,20
Nebraska,44,H,Wisconsin,25
New Mexico State,36,A,Middle Tennessee State,21
Notre Dame,49,N,Army,14
Ohio State,38,H,Indiana,15
Oklahoma,24,H,Alabama,3
Oregon State,41,H,Washington State,38
Penn State,26,A,Minnesota,25
South Alabama,35,A,Southern Mississippi,14
South Carolina,56,H,Wofford,12
South Florida,63,H,Tulsa,30
Southern California,19,A,UCLA,13
Southern Methodist,33,A,Virginia,7
Syracuse,31,H,Connecticut,24
Tennessee,56,H,Texas-El Paso,0
Texas,31,H,Kentucky,14
Texas Christian,49,H,Arizona,28
Texas Tech,56,A,Oklahoma State,48
Utah State,41,H,San Diego State,20
West Virginia,31,H,Central Florida,21
Akron,21,H,Toledo,14
Buffalo,43,H,Kent State,7
Memphis,34,A,Tulane,24
Boise State,34,H,Oregon State,18
Colorado,52,H,Oklahoma State,0
Colorado State,42,H,Utah State,37
Georgia,44,H,Georgia Tech,42
Iowa,13,H,Nebraska,10
Miami OH,28,A,Bowling Green,12
Minnesota,24,A,Wisconsin,7
Mississippi,26,H,Mississippi State,14
Navy,34,A,East Carolina,20
Ohio,42,H,Ball State,21
Sam Houston,20,H,Liberty,18
San Jose State,34,H,Stanford,31
Texas State,45,A,South Alabama,38
Utah,28,A,Central Florida,14
Air Force,31,A,San Diego State,20
Alabama,28,H,Auburn,14
Arizona State,49,A,Arizona,7
Army,29,H,Texas-San Antonio,24
Baylor,45,H,Kansas,17
Boston College,34,H,Pittsburgh,23
Brigham Young,30,H,Houston,18
Charlotte,29,H,Alabama-Birmingham,27
Coastal Carolina,48,A,Georgia State,27
Connecticut,47,A,Massachusetts,42
Duke,23,A,Wake Forest,17
Florida,31,A,Florida State,11
Florida Atlantic,63,A,Tulsa,16
Florida International,35,H,Middle Tennessee State,24
Georgia Southern,29,H,Appalachian State,20
Hawaii,38,H,New Mexico,30
Illinois,38,A,Northwestern,28
Indiana,66,H,Purdue,0
Iowa State,29,H,Kansas State,21
Louisiana,37,A,Louisiana-Monroe,23
Louisiana State,37,H,Oklahoma,17
Louisiana Tech,33,H,Kennesaw State,0
Louisville,41,A,Kentucky,14
Marshall,35,A,James Madison,33
Michigan,13,A,Ohio State,10
Missouri,28,H,Arkansas,21
Nevada-Las Vegas,38,H,Nevada,14
North Carolina State,35,A,North Carolina,30
North Texas,24,A,Temple,17
Northern Illinois,24,H,Central Michigan,16
Notre Dame,49,A,Southern California,35
Old Dominion,40,A,Arkansas State,32
Oregon,49,H,Washington,21
Penn State,44,H,Maryland,7
Rice,35,H,South Florida,28
Rutgers,41,A,Michigan State,14
South Carolina,17,A,Clemson,14
Southern Methodist,38,H,California,6
Syracuse,42,H,Miami FL,38
Tennessee,36,A,Vanderbilt,23
Texas,17,A,Texas A&M,7
Texas Christian,20,A,Cincinnati,13
Texas Tech,52,H,West Virginia,15
Texas-El Paso,42,A,New Mexico State,35
Troy,52,H,Southern Mississippi,20
UCLA,20,H,Fresno State,13
Virginia Tech,37,H,Virginia,17
Western Kentucky,19,H,Jacksonville State,17
Western Michigan,26,H,Eastern Michigan,18
Wyoming,15,A,Washington State,14
Army,35,H,Tulane,14
Boise State,21,H,Nevada-Las Vegas,7
Jacksonville State,52,H,Western Kentucky,12
Arizona State,45,N,Iowa State,19
Clemson,34,N,Southern Methodist,31
Georgia,22,N,Texas,19
Marshall,31,A,Louisiana,3
Ohio,38,N,Miami OH,3
Oregon,45,N,Penn State,37
Navy,31,N,Army,13
South Alabama,30,N,Western Michigan,23
Memphis,42,N,West Virginia,37
James Madison,27,N,Western Kentucky,17
Nevada-Las Vegas,24,N,California,13
Sam Houston,31,N,Georgia Southern,26
Florida,33,N,Tulane,8
Notre Dame,27,H,Indiana,17
Ohio,30,N,Jacksonville State,27
Ohio State,42,H,Tennessee,17
Penn State,38,H,Southern Methodist,10
Texas,38,H,Clemson,24
Northern Illinois,28,N,Fresno State,20
Texas-San Antonio,44,A,Coastal Carolina,15
South Florida,41,N,San Jose State,39
Arkansas State,38,N,Bowling Green,31
Kansas State,44,N,Rutgers,41
Toledo,48,N,Pittsburgh,46
Arkansas,39,N,Texas Tech,26
Navy,21,N,Oklahoma,20
Southern California,35,N,Texas A&M,31
Syracuse,52,N,Washington State,35
Vanderbilt,35,N,Georgia Tech,27
Army,27,N,Louisiana Tech,6
Brigham Young,36,N,Colorado,14
Connecticut,27,N,North Carolina,14
East Carolina,26,N,North Carolina State,21
Iowa State,42,N,Miami FL,41
Miami OH,43,N,Colorado State,17
Nebraska,20,N,Boston College,15
Texas Christian,34,N,Louisiana,3
Missouri,27,N,Iowa,24
Illinois,21,N,South Carolina,17
Louisiana State,44,N,Baylor,31
Louisville,35,N,Washington,34
Michigan,19,N,Alabama,13
Penn State,31,N,Boise State,14
Ohio State,41,N,Oregon,21
Texas,39,N,Arizona State,31
Mississippi,52,N,Duke,20
Notre Dame,23,N,Georgia,10
Minnesota,24,N,Virginia Tech,10
Texas State,30,N,North Texas,28
Buffalo,26,N,Liberty,7
Notre Dame,27,N,Penn State,24
Ohio State,28,N,Texas,14
Ohio State,34,N,Notre Dame,23
